,medio,fecha,titulo
2430,clarin,2019-09-30 00:00:00,Mauricio Macri hizo un anuncio en el barrio donde vive María Eugenia Vidal: ¿por qué no estuvo la gobernadora?
2431,clarin,2019-09-30 00:00:00,"Mauricio Macri y María Eugenia Vidal, en una nueva marcha de campaña: “Podemos dar vuelta la elección”"
2432,clarin,2019-09-30 00:00:00,Mauricio Macri reconoció un aumento en la pobreza y propuso reducir “a cero” los aportes patronales para nuevos empleos
2434,clarin,2019-09-30 00:00:00,Miguel Ángel Pichetto dijo que el Gobierno perdió cinco puntos en las PASO por “no controlar el comicio”
2436,clarin,2019-09-30 00:00:00,Piqueteros duros desafían a Alberto Fernández con una carta y prometen “movilizaciones permanentes”
2438,clarin,2019-09-30 00:00:00,Una tormenta en el radar de Alberto Fernández: el FMI reclama por una “quita”
2465,tiempo argentino,2019-09-30 00:00:00,Anuncios para 2020: Macri promete cero aportes patronales para Pymes que sumen empleados
2472,tiempo argentino,2019-09-30 00:00:00,“El teatro es una herramienta de cambio social”
2479,tiempo argentino,2019-09-30 00:00:00,"Macri sigue de campaña en Junín, esta vez acompañado por Vidal"
2481,tiempo argentino,2019-09-30 00:00:00,"A días de la muerte en Ezeiza, Macri reduce por decreto las indemnizaciones para accidentes laborales"
2486,página 12,2019-09-30 00:00:00,Felipe Pigna: “Macri ha renunciado al electorado más humilde”
2488,página 12,2019-09-30 00:00:00,“Macri actuó a favor del capital concentrado y en contra de los trabajadores”
2502,página 12,2019-09-30 00:00:00,Mendoza: una victoria de la estrategia de esconder a Macri  | El radical Rodolfo Suárez fue electo gobernador
2508,página 12,2019-09-30 00:00:00,"Nuevo DNU de Macri: ""Lo van a declarar inconstitucional"""
2522,página 12,2019-09-30 00:00:00,Macri con Vidal en Junín sin hablar de pobreza
2635,infobae,2019-09-30 00:00:00,El Socialismo le pide una lista de promesas a Roberto Lavagna
2638,infobae,2019-09-30 00:00:00,Quién y cómo recibió a Alberto Fernández en su visita exprés a Salta
2682,infobae,2019-09-30 00:00:00,"El Indec difundirá el índice de pobreza del primer semestre, último dato con el que Cambiemos llegará a las urnas"
2691,infobae,2019-09-30 00:00:00,"Las siete definiciones de Kulfas, el principal asesor económico de Alberto Fernández"
2706,infobae,2019-09-30 00:00:00,Alberto Fernández se emocionó y lloró en un homenaje a Esteban Righi
2707,infobae,2019-09-30 00:00:00,"Alfredo Cornejo afirmó que Alberto Fernández fue el derrotado en las elecciones de Mendoza: “Mostró que si vuelven, lo hacen peores, con más bolsos de López”"
2712,infobae,2019-09-30 00:00:00,El día que Mauricio Macri pidió que lo juzgaran por los niveles de pobreza que hubiese al final de su gobierno
2717,infobae,2019-09-30 00:00:00,"En el homenaje al jefe de los fiscales que Cristina Kirchner forzó a renunciar, Alberto Fernández dejó señales sobre su plan para Justicia y Seguridad"
2719,infobae,2019-09-30 00:00:00,José López se negó a declarar en el juicio por la obra pública en el que está acusado junto a Cristina Kirchner
2722,infobae,2019-09-30 00:00:00,María Eugenia Vidal decidió acompañar a Mauricio Macri a todas las marchas de apoyo en Buenos Aires
2723,infobae,2019-09-30 00:00:00,Mauricio Macri felicitó a Rodolfo Suárez por el amplio triunfo en Mendoza
2724,infobae,2019-09-30 00:00:00,"Mauricio Macri, sobre el índice de pobreza que dará a conocer el Indec: “Aunque ese número duela, hay que mirarlo de frente”"
2725,infobae,2019-09-30 00:00:00,Miguel Ángel Pichetto aseguró que el Gobierno perdió cinco puntos en las PASO por la falta de controles
2728,infobae,2019-09-30 00:00:00,Sorpresiva presencia de un intendente de Cambiemos en un acto peronista
2729,infobae,2019-09-30 00:00:00,"Tras la derrota, Alberto Fernández felicitó a la candidata de Mendoza y cree que el resultado no afectará la elección nacional en la provincia"
2759,infobae,2019-09-30 00:00:00,"El cambio de vida de Vicky Xipolitakis, a la espera del divorcio con Javier Naselli: alejada de los medios, mamá full time y empresaria"
2764,infobae,2019-09-30 00:00:00,Una canción inédita y testimonios sobre la intimidad de Luis Alberto Spinetta: así fue el documental dedicado al reconocido cantante
2793,cronista,2019-09-30 00:00:00,"Tras la derrota en Mendoza, Alberto retoma la campaña en el interior"
2794,cronista,2019-09-30 00:00:00,Un asesor económico clave de Alberto explicó cómo hará para bajar la inflación
2818,cronista,2019-09-30 00:00:00,"Alberto F., sobre Mendoza: ""Cuando la gente vota hay que aceptar la decisión"""
2820,cronista,2019-09-30 00:00:00,"Con pico de pobreza, Macri reducirá un impuesto para las pymes"
2821,cronista,2019-09-30 00:00:00,"Cuáles son los próximos destinos de Macri en las marchas del ""Sí se puede"""
2822,cronista,2019-09-30 00:00:00,Efecto Twitter: cuántos seguidores sumaron Alberto y su posible gabinete
2826,cronista,2019-09-30 00:00:00,"Lacunza: ""Si Macri gana, en su segundo mandato se crecerá al 3% anual"""
2827,cronista,2019-09-30 00:00:00,"La pobreza ascendió a 35,4% en el primer semestre y es mayor a cuando asumió Macri"
2829,cronista,2019-09-30 00:00:00,Macri lanza su primera propuesta de campaña: bajar impuestos al trabajo
2830,cronista,2019-09-30 00:00:00,"Macri y la pobreza, la meta que no pudo cumplir"
2831,cronista,2019-09-30 00:00:00,Macri y su propuesta del día: recorta un impuesto para las pymes
2833,cronista,2019-09-30 00:00:00,"Mientras manda a cruzar a Massa, Lavagna viaja a Córdoba a pescar el voto anti K"
2835,cronista,2019-09-30 00:00:00,"Para Pichetto, por la falta de controles en las PASO el Gobierno perdió 5 puntos"
2856,cronista,2019-09-30 00:00:00,"Sandleris: ""El tipo de cambio es competitivo"""
2889,la nación,2019-09-30 00:00:00,2003. El año en que Macri y Fernández fueron aliados bajo el paraguas del PJ
2891,la nación,2019-09-30 00:00:00,"El acuerdo de Alberto Fernández con los gobernadores no es una traición, dijo De Luca"
2893,la nación,2019-09-30 00:00:00,El futuro de YPF abre una puja interna entre Cristina y Massa
2894,la nación,2019-09-30 00:00:00,El liderazgo de Cristina aún genera resistencia entre los senadores del PJ
2898,la nación,2019-09-30 00:00:00,Mauricio Macri felicitó a Rodolfo Suarez por el triunfo en Mendoza
2932,perfil,2019-09-30 00:00:00,"Alberto Fernández homenajeó a Righi, el incómodo símbolo judicial de los K"
2935,perfil,2019-09-30 00:00:00,Festejo agridulce para Macri
2937,perfil,2019-09-30 00:00:00,"Mauricio Macri, Alberto Fernández y Cristina Kirchner: tres gobiernos fantasmales"
2948,ambito financiero,2019-09-30 00:00:00,Corte revocará medidas anti crisis de Macri (paga el próximo)
2959,ambito financiero,2019-09-30 00:00:00,Alberto Fernández gira junto a Uñac y enfría su viaje a Washington
2965,ambito financiero,2019-09-30 00:00:00,"Macri lanza anuncio sobre empleo como parte de la campaña ""Sí se puede"""
2973,ambito financiero,2019-09-30 00:00:00,Macri redujo por decreto el monto de las indemnizaciones por accidentes laborales
2974,ambito financiero,2019-09-30 00:00:00,"Macri, sobre índice de pobreza que dará a conocer INDEC: ""Aunque duela, hay que mirarlo de frente"""
2976,ambito financiero,2019-09-30 00:00:00,"Sandleris aseguró que ""hay dólares"" para llegar al 10 de diciembre y defendió el tipo de cambio actual"
3018,ambito financiero,2019-09-30 00:00:00,"Macri, previo a difusión de índice de pobreza del INDEC: ""Aunque duela, hay que mirarlo de frente"""
3022,ambito financiero,2019-09-30 00:00:00,"Macri, junto a Vidal, insistió en que ""se puede dar vuelta"" la elección"
3024,ambito financiero,2019-09-30 00:00:00,"Cornejo: Los errores de Macri son políticos, no económicos"
3034,ambito financiero,2019-09-30 00:00:00,Alberto Fernández sobre datos de pobreza: Nada más inmoral que no reaccionar
3035,ambito financiero,2019-09-30 00:00:00,"Unión, economía ""humana"" y revalorización política, las ideas del creativo detrás de la campaña de Alberto Fernández"
3040,el popular,2019-09-30 00:00:00,"La pobreza llegó a 35,4% en el primer semestre de 2019: el peor índice de la gestión de Macri"
3052,la izquierda diario,2019-09-30 00:00:00,"Marco Lavagna, entre buitres y dinosaurios"
3064,la izquierda diario,2019-09-30 00:00:00,Crisis climática: cambiemos el sistema de raíz
3068,la izquierda diario,2019-09-30 00:00:00,En Jujuy la izquierda también hace su acto “para mostrar la fuerza de los que no se resignan ante el FMI”
3079,la izquierda diario,2019-09-30 00:00:00,Otro regalo a los empresarios: Macri anunció que bajarán los aportes patronales
3085,la izquierda diario,2019-09-30 00:00:00,San Luis: proscriben al candidato a intendente del Frente de Izquierda Unidad
3086,la izquierda diario,2019-09-30 00:00:00,"¿#SíSePuede? Tras las elecciones de Mendoza, Macri se ilusiona con mejorar sus chances"
3090,la izquierda diario,2019-09-30 00:00:00,[VIDEO] Dale fuerza a las propuestas de Nico del Caño
3091,la izquierda diario,2019-09-30 00:00:00,"[Video] Pobreza récord: Macri y el FMI lo hicieron, ¿quién los ayudó?"
3113,la nación,2019-09-30 02:04:00,"Tras la victoria de Rodolfo Suarez, Macri confirmó que viajará a Mendoza"
3125,la nación,2019-09-30 08:39:00,"Fiscalización: Miguel Ángel Pichetto dijo que Mauricio Macri perdió ""4 o 5 puntos"" en las PASO por falta de control"
3127,la nación,2019-09-30 09:15:00,Alberto Fernández habló sobre la derrota del kirchnerismo en Mendoza y dijo que la UCR no mostró a Macri
3128,la nación,2019-09-30 09:20:00,"Macri hizo la primera promesa de campaña: ""Vamos a reducir a 0 las contribuciones patronales para las PyME"""
3142,la nación,2019-09-30 11:18:00,"Alfredo Casero, sobre Pichetto: ""A mí no me gusta nada. No confío ni un poco"""
3146,la nación,2019-09-30 11:28:00,"Una por una, las principales medidas de Mauricio Macri tras la derrota en las PASO"
3154,la nación,2019-09-30 12:23:00,"El mensaje de Cande Tinelli a Estanislao, el hijo de Alberto Fernández"
3163,la nación,2019-09-30 12:47:00,"Tras el triunfo, el mendocino Rodolfo Suarez apoyó la reelección de Mauricio Macri"
3185,la nación,2019-09-30 15:00:00,"Alfredo Cornejo dijo que está dispuesto a ""construir una alternancia"" si Macri no gana las elecciones"
3187,la nación,2019-09-30 15:16:00,Alberto Fernández cerró un homenaje a Esteban Righi con mensajes a la Justicia
3193,la nación,2019-09-30 15:33:00,Curiosidades del triunfo electoral de Cambiemos en Mendoza
3207,la nación,2019-09-30 17:03:00,Mauricio Macri y María Eugenia Vidal inauguraron 40 kilómetros de autopista en la Ruta Nacional 7
3213,la nación,2019-09-30 17:56:00,"Macri, a los ministros: ""Si llegamos al ballottage, varios no lo van a poder creer"""
3245,la nación,2019-09-30 23:50:00,Macri dijo que si es reelegido reducirá a cero los aportes patronales de las pymes
3286,clarin,2019-10-01 00:00:00,"Ganó el Leeds, pero Marcelo Bielsa hizo recordar a Guglielminpietro por un rato con un cambio inusual"
3296,clarin,2019-10-01 00:00:00,"Suspendieron a Alberto Salazar, ex entrenador de Mo Farah, por violar las reglas antidóping en el atletismo"
3347,clarin,2019-10-01 00:00:00,Uruguay: los candidatos principales se cruzaron con comparaciones de Mauricio Macri y Cristina Kirchner
3357,clarin,2019-10-01 00:00:00,Lula rechazó una posible libertad condicional “No cambio mi dignidad”
3363,clarin,2019-10-01 00:00:00,¿Servirá realmente la lucha de los jóvenes contra el cambio climático?
3375,clarin,2019-10-01 00:00:00,Alberto Fernández le pidió a los pilotos de Aerolíneas que levanten el paro del fin de semana
3376,clarin,2019-10-01 00:00:00,"Alberto Fernández, sobre el fallo de la Corte: “Es lo que razonablemente debía hacer en términos de justicia”"
3377,clarin,2019-10-01 00:00:00,"Alberto F. en San Juan: danza de posibles ministros, en una visita apretada por culpa de la tormenta"
3378,clarin,2019-10-01 00:00:00,Elisa Carrió le apuntó a la Corte: “Tres jueces PJ atacan a Mauricio Macri veinte días antes de las elecciones”
3388,clarin,2019-10-01 00:00:00,"Juan Schiaretti hace equilibrio hasta en los spots con Mauricio Macri, Alberto Fernández y Roberto Lavagna"
3389,clarin,2019-10-01 00:00:00,Martín Lousteau y las internas de Juntos por el Cambio: “El futuro es con la inclusión de muchos más Cornejos”
3390,clarin,2019-10-01 00:00:00,"Mauricio Macri, en Córdoba: “Tres años y medio son poco tiempo para arreglar los chanchullos de décadas”"
3391,clarin,2019-10-01 00:00:00,Mauricio Macri prometió una reducción de Ganancias para las PyMEs y beneficios para monotributistas
3392,clarin,2019-10-01 00:00:00,"Miguel Ángel Pichetto insiste con la fiscalización en las elecciones: “Si usted no está en la mesa, probablemente tenga cero votos”"
3393,clarin,2019-10-01 00:00:00,Miguel Ángel Pichetto: “¿Cómo puede ser que los 400.000 venezolanos estén todos trabajando?”
3396,clarin,2019-10-01 00:00:00,Dos nuevas encuestas presidenciales: ¿cómo está la pelea entre Alberto Fernández y Mauricio Macri?
3399,clarin,2019-10-01 00:00:00,Para Roberto Lavagna “la clave” es fomentar el consumo a la par de la producción
3401,clarin,2019-10-01 00:00:00,"En San Juan, Alberto Fernández volvió a criticar a Macri por la suba de la pobreza"
3419,clarin,2019-10-01 00:00:00,Incendios en Córdoba: un cambio en el viento y algunas lluvias traen algo de alivio
3435,tiempo argentino,2019-10-01 00:00:00,Alberto Fernández: “Ningún número cierra si deja afuera argentinos”
3436,tiempo argentino,2019-10-01 00:00:00,"Carrió: ""Los jueces peronistas de la Corte atacan a Macri en un claro acto electoralista"""
3446,tiempo argentino,2019-10-01 00:00:00,La Corte volteó los decretos de Macri y obliga al gobierno a compensar a las provincias por la quita del IVA y ganancias
3455,tiempo argentino,2019-10-01 00:00:00,"Rafael Correa: ""Alberto es una gran esperanza, y más con Cristina como vice"""
3456,tiempo argentino,2019-10-01 00:00:00,Reseteo emocional y “errores” ajenos: la doble fórmula de Macri para soñar con el balotaje
3518,infobae,2019-10-01 00:00:00,Lula da Silva rechazó la libertad condicional: “No cambio mi dignidad”
3537,infobae,2019-10-01 00:00:00,"Tráfico de sustancias, pruebas en sus hijos y una dura sanción por violar reglas antidopaje: quién es Alberto Salazar, el polémico entrenador de las estrellas del atletismo"
3539,infobae,2019-10-01 00:00:00,"Blooper, gol a instancias del VAR y cambio en el entretiempo: la falla que puso a Courtois en el ojo de la tormenta"
3691,infobae,2019-10-01 00:00:00,Cómo entender la victoria de Cambiemos en Mendoza
3693,infobae,2019-10-01 00:00:00,"La verdad oculta del fracaso de Macri, y el riesgo de que Fernández lo repita"
3695,infobae,2019-10-01 00:00:00,Alberto Fernández criticó a Macri tras los nuevos datos del INDEC: “No hay nada más inmoral que no reaccionar ante la pobreza”
3696,infobae,2019-10-01 00:00:00,Alberto Fernández les pidió a los pilotos de Aerolíneas que no realicen más paros
3697,infobae,2019-10-01 00:00:00,Alberto Fernández: “No me voy a dar por enterado de la pobreza después de cuatro años de condenar a millones de personas”
3708,infobae,2019-10-01 00:00:00,Mauricio Macri rendirá homenaje a los soldados caídos en un enfrentamiento con Montoneros en Formosa en 1975
3709,infobae,2019-10-01 00:00:00,"Máximo Kirchner, Massa e Insaurralde buscan evitar la fuga de votos hacia los intendentes de Cambiemos"
3714,infobae,2019-10-01 00:00:00,Roberto Lavagna inicia una mini gira por Córdoba y Santa Fe para intentar robarle votos a Macri en los principales centros urbanos del país
3716,infobae,2019-10-01 00:00:00,"La hermana Pelloni dijo que “Macri reconoció la pobreza, pero es tarde ya”"
